type,country,state,fatal_y/n,species,continent,year_clean,time_category,month,quarter
Unprovoked,australia,south australia,Y,White shark,oceania,2021,evening,jan,1
Unprovoked,brazil,pernambuco,N,,south america,2021,unknown,jan,1
Unprovoked,australia,western australia,N,"Bull shark, 6.5 to 10 '",oceania,2021,morning,jan,1
Unprovoked,australia,victoria,N,,oceania,2021,evening,jan,1
Unprovoked,new zealand,north island,Y,,oceania,2021,evening,jan,1
Unprovoked,usa,florida,N,,north america,2021,morning,jan,1
Unprovoked,usa,florida,N,,north america,2021,morning,jan,1
Unprovoked,usa,hawaii,N,,north america,2021,morning,jan,1
Unprovoked,usa,california,N,White shark,north america,2020,afternoon,dec,4
Unprovoked,australia,western australia,N,,oceania,2020,morning,dec,4
Unprovoked,usa,hawaii,Y,"Tiger shark. 14'3""",north america,2020,morning,dec,4
Unprovoked,usa,oregon,N,,north america,2020,afternoon,dec,4
Unprovoked,australia,south australia,N,White shark,oceania,2020,afternoon,dec,4
Unprovoked,egypt,south sinai,N,Oceanic whitetip shark,africa,2020,unknown,dec,4
Unprovoked,usa,hawaii,N,,north america,2020,afternoon,nov,4
Unprovoked,new caledonia,south province,N,"Tiger shark, 4m ",new caledonia,2020,unknown,nov,4
Unprovoked,australia,western australia,Y,Bull shark,oceania,2020,morning,nov,4
Unprovoked,australia,new south wales,N,,oceania,2020,morning,nov,4
Unprovoked,usa,florida,N,"Blacktip shark, 6' to 7'",north america,2020,afternoon,oct,4
Unprovoked,bahamas,grand bahama island,N,"""Reef shark""",north america,2020,unknown,oct,4
Unprovoked,usa,"franklin county, florida",N,,north america,2020,afternoon,oct,4
Unprovoked,egypt,south sinai,N,,africa,2020,unknown,oct,4
Unprovoked,australia,queensland,N,,oceania,2020,afternoon,oct,4
,usa,north carolina,N,Shark involvement not confirmed,north america,2020,unknown,oct,4
Unprovoked,australia,western australia,Y,4m shark,oceania,2020,morning,oct,4
Unprovoked,usa,florida,N,Blacktip shark,north america,2020,afternoon,oct,4
Unprovoked,australia,western australia,N,Bronze whaler 1.5m,oceania,2020,morning,oct,4
Provoked,usa,florida,N,Small nurse shark,north america,2020,unknown,sep,3
,usa,hawaii,N,Injuries not caused by a shark,north america,2020,morning,sep,3
Unprovoked,usa,florida,N,Bull shark,north america,2020,morning,sep,3
Provoked,australia,queensland,N,"""whitetip shark""",oceania,2020,afternoon,sep,3
Unprovoked,australia,new south wales,N,White shark,oceania,2020,afternoon,sep,3
,usa,florida,N,Shark involvement not confirmed,north america,2020,afternoon,sep,3
Unprovoked,usa,florida,N,,north america,2020,morning,sep,3
Unprovoked,usa,florida,N,,north america,2020,morning,sep,3
,usa,florida,N,4' to 5' shark,north america,2020,unknown,sep,3
Unprovoked,australia,queensland,Y,"White shark, 3m",oceania,2020,evening,sep,3
Unprovoked,usa,hawaii,N,8' shark,north america,2020,afternoon,sep,3
Unprovoked,usa,florida,N,"Nurse shark, juvenile",north america,2020,unknown,sep,3
Watercraft,australia,new south wales,N,White shark,oceania,2020,afternoon,aug,3
Unprovoked,usa,south carolina,N,,north america,2020,morning,aug,3
Unprovoked,usa,california,N,White shark,north america,2020,afternoon,aug,3
Unprovoked,usa,florida,N,,north america,2020,afternoon,aug,3
Unprovoked,usa,florida,N,4' to 5' shark,north america,2020,morning,aug,3
Unprovoked,usa,florida,N,,north america,2020,morning,aug,3
,usa,south carolina,N,,north america,2020,afternoon,aug,3
Unprovoked,australia,new south wales,N,"White shark, 2-to 3m",oceania,2020,morning,aug,3
Provoked,usa,florida,N,"Blacktip shark, 6'",north america,2020,afternoon,aug,3
Unprovoked,usa,virgin islands,N,"Nurse shark, 5'",north america,2020,afternoon,aug,3
Unprovoked,usa,north carolina,N,,north america,2020,afternoon,aug,3
Unprovoked,usa,florida,N,,north america,2020,evening,jul,3
Unprovoked,usa,alabama,N,Blacktip or Spinner shark,north america,2020,afternoon,jul,3
Unprovoked,australia,western australia,N,"White shark, 4m",oceania,2020,afternoon,jul,3
Unprovoked,usa,florida,N,"Lemon shark, 8'",north america,2020,unknown,jul,3
Watercraft,australia,tasmania,,"White shark, 4m",oceania,2020,morning,jul,3
Unprovoked,france,tuamotu islands,N,"Blacktip reef shark, juvenile",europe,2020,evening,jul,3
Unprovoked,usa,maine,Y,"White shark, 11'?",north america,2020,afternoon,jul,3
Unprovoked,usa,bahamas,N,"Reef shark, 5' to 6 '",north america,2020,afternoon,jul,3
Unprovoked,usa,florida,N,,north america,2020,unknown,jul,3
Unprovoked,usa,north carolina,N,Bull shark. 6.5',north america,2020,evening,jul,3
Unprovoked,usa,florida,N,,north america,2020,afternoon,jul,3
Unprovoked,australia,tasmania,N,White shark,oceania,2020,afternoon,jul,3
Unprovoked,usa,florida,N,"Bull shark, 4' to 6'",north america,2020,unknown,jul,3
Unprovoked,australia,queensland,N,2 m shark,oceania,2020,morning,jul,3
Unprovoked,australia,new south wales,Y,"White shark, 2.5 m",oceania,2020,afternoon,jul,3
Unprovoked,usa,florida,N,,north america,2020,morning,jul,3
Unprovoked,australia,queensland,Y,,oceania,2020,afternoon,jul,3
Unprovoked,usa,florida,N,Juvenile bull shark?,north america,2020,unknown,jun,2
Unprovoked,usa,north carolina,N,,north america,2020,afternoon,jun,2
Unprovoked,bahamas,exumas,N,,north america,2020,unknown,jun,2
Unprovoked,south africa,kwazulu-natal,N,,africa,2020,afternoon,jun,2
Unprovoked,new caledonia,south province,Y,Tiger shark,new caledonia,2020,afternoon,jun,2
Unprovoked,australia,new south wales,Y,"White shark, 3.5 m",oceania,2020,morning,jun,2
Unprovoked,australia,western australia,,,oceania,2020,unknown,jun,2
,usa,delaware,N,Shark involvement unconfirmed but considered probable,north america,2020,afternoon,jun,2
Unprovoked,usa,hawaii,N,Tiger shark?,north america,2020,morning,jun,2
Unprovoked,bahamas,abaco islands,N,"Bull shark, 8'",north america,2020,unknown,may,2
Unprovoked,australia,queensland,N,Bull shark,oceania,2020,unknown,may,2
Unprovoked,spain,canary islands,N,Angel shark,europe,2020,unknown,may,2
Unprovoked,france,tahiti,N,Blacktip shark,europe,2020,unknown,may,2
Unprovoked,usa,california,Y,White shark,north america,2020,afternoon,may,2
Unprovoked,australia,victoria,N,,oceania,2020,afternoon,may,2
Unprovoked,usa,california,N,5' to 6' shark,north america,2020,afternoon,may,2
,usa,california,N,,north america,2020,evening,apr,2
Unprovoked,australia,new south wales,N,,oceania,2020,morning,apr,2
Unprovoked,usa,florida,N,"Bull shark, 6'",north america,2020,morning,apr,2
Unprovoked,australia,queensland,Y,,oceania,2020,evening,apr,2
Unprovoked,australia,new south wales,N,6' shark,oceania,2020,morning,apr,2
Unprovoked,usa,california,N,,north america,2020,evening,mar,1
Unprovoked,usa,florida,N,,north america,2020,afternoon,mar,1
Unprovoked,usa,florida,N,,north america,2020,morning,mar,1
Unprovoked,australia,queensland,N,,oceania,2020,afternoon,mar,1
Provoked,new zealand,north island,N,"White shark, 2.5 to 3 m",oceania,2020,unknown,mar,1
Unprovoked,fiji,vanua levu,N,,oceania,2020,morning,mar,1
Unprovoked,new zealand,north island,N,White shark,oceania,2020,morning,feb,1
Unprovoked,usa,maui,N,Tiger shark,north america,2020,morning,feb,1
Unprovoked,france,marquesas,N,,europe,2010,morning,feb,1
Provoked,bahamas,exumas,N,,north america,2020,unknown,jan,1
Unprovoked,australia,new south wales,N,"""A small shark""",oceania,2020,morning,jan,1
Unprovoked,new zealand,southland,N,Broadnose seven gill shark?,oceania,2020,evening,jan,1
Unprovoked,usa,north carolina,N,,north america,2020,afternoon,jan,1
Unprovoked,australia,queensland,N,Lemon shark,oceania,2020,evening,jan,1
Unprovoked,australia,western australia,Y,White shark,oceania,2020,afternoon,jan,1
Unprovoked,new caledonia,,N,,new caledonia,2020,afternoon,jan,1
Questionable,australia,western australia,Y,,oceania,2020,afternoon,jan,1
Unprovoked,australia,queensland,N,"Shovelnose ""shark"" which is a ray, not a shark)",oceania,2019,afternoon,dec,4
Unprovoked,papua new guinea,central province,Y,,oceania,2019,afternoon,dec,4
Unprovoked,south africa,eastern cape province,N,,africa,2019,morning,dec,4
Unprovoked,new zealand,southland,N,,oceania,2019,evening,dec,4
Unprovoked,usa,california,N,,north america,2019,afternoon,dec,4
Provoked,australia,new south wales,,White shark,oceania,2019,unknown,dec,4
Unprovoked,australia,western australia,N,,oceania,2019,morning,dec,4
Unprovoked,cuba,holquin,Y,,north america,2019,night,dec,4
Unprovoked,usa,hawaii,N,10'-12' tiger shark,north america,2019,morning,dec,4
Unprovoked,usa,florida,N,Juvenile blacktip shark,north america,2019,unknown,nov,4
Unprovoked,australia,queensland,N,,oceania,2019,evening,nov,4
Questionable,australia,queensland,F,,oceania,2019,unknown,nov,4
Provoked,mexico,guerrero,N,,north america,2019,afternoon,nov,4
Provoked,france,moorea,N,5' blacktip shark,europe,2019,unknown,nov,4
Unprovoked,usa,florida,N,4' to 5' blacktip shark,north america,2019,unknown,nov,4
Unprovoked,mexico,baja,N,,north america,2019,unknown,nov,4
Watercraft,south africa,eastern cape province,N,"White shark, 4 m",africa,2019,morning,nov,4
Unprovoked,usa,california,N,Juvenile white shark?,north america,2019,morning,nov,4
Unprovoked,australia,queensland,N,Tiger shark,oceania,2019,morning,oct,4
Provoked,usa,florida,N,4' to 5' shark,north america,2019,afternoon,oct,4
Unprovoked,usa,california,N,White shark,north america,2019,morning,oct,4
Unprovoked,france,moorea,,Oceanic whitetip shark,europe,2019,morning,oct,4
Unprovoked,australia,queensland,N,7' shark,oceania,2019,evening,oct,4
Unprovoked,usa,florida,N,,north america,2019,afternoon,oct,4
Unprovoked,australia,new south wales,N,"White shark, 3.5 m",oceania,2019,afternoon,oct,4
Watercraft,usa,california,N,White shark,north america,2019,afternoon,oct,4
Unprovoked,usa,guam,N,Juvenile shark,north america,2019,unknown,oct,4
Provoked,australia,northern territory,N,1+ m shark,oceania,2019,afternoon,sep,3
Unprovoked,usa,hawaii,N,6' to 7' shark,north america,2019,morning,sep,3
Unprovoked,usa,florida,N,,north america,2019,evening,sep,3
Unprovoked,usa,florida,N,2' shark,north america,2019,afternoon,sep,3
Unprovoked,usa,hawaii,N,"Galapagos shark, 5'-9'",north america,2019,morning,sep,3
Unprovoked,usa,south carolina,N,,north america,2019,unknown,sep,3
Unprovoked,australia,western australia,N,14' white shark,oceania,2019,morning,sep,3
Unprovoked,usa,cayman islands,N,Nurse shark,north america,2019,unknown,aug,3
Unprovoked,usa,florida,N,,north america,2019,afternoon,aug,3
Provoked,usa,florida,N,6.5' shark,north america,2019,morning,aug,3
Unprovoked,usa,florida,N,,north america,2019,morning,aug,3
Unprovoked,usa,hawaii,N,,north america,2019,morning,aug,3
Unprovoked,fiji,,N,Grey reef shark 1.5m,oceania,2019,afternoon,aug,3
Unprovoked,usa,florida,N,,north america,2019,morning,aug,3
Unprovoked,usa,hawaii,N,10' to 12' shark,north america,2019,evening,aug,3
Unprovoked,usa,florida,N,,north america,2019,afternoon,aug,3
Unprovoked,usa,florida,N,,north america,2019,afternoon,aug,3
Unprovoked,usa,florida,N,,north america,2019,afternoon,aug,3
Unprovoked,usa,florida,N,,north america,2019,unknown,aug,3
Unprovoked,usa,hawaii,N,Cookiecutter shark,north america,2019,night,jul,3
Provoked,usa,north carolina,N,"Blacktip shark, 5' ",north america,2019,unknown,jul,3
Unprovoked,usa,florida,N,,north america,2019,afternoon,jul,3
Unprovoked,australia,queensland,,,oceania,2019,evening,jul,3
Unprovoked,usa,florida,N,,north america,2019,afternoon,jul,3
Unprovoked,usa,florida,N,Blacktip or Spinner shark,north america,2019,unknown,jul,3
Unprovoked,usa,rhode island,N,Sandtiger shark,north america,2019,evening,jul,3
Unconfirmed,usa,florida,,,north america,2019,unknown,jul,3
Unprovoked,new zealand,chatham islands,N,"White shark, 3m",oceania,2019,morning,jul,3
Unprovoked,usa,north carolina,N,shark pup,north america,2019,afternoon,jul,3
Unprovoked,usa,florida,N,,north america,2019,morning,jul,3
Unprovoked,south africa,eastern cape province,N,"White shark, juvenile",africa,2019,morning,jul,3
Unprovoked,australia,queensland,N,Bull shark pup,oceania,2019,morning,jul,3
Provoked,mexico,quinta roo,N,,north america,2019,unknown,jul,3
Unprovoked,bahamas,abaco islands,N,,north america,2019,evening,jul,3
Unprovoked,usa,florida,N,,north america,2019,afternoon,jun,2
Unprovoked,bahamas,lucayan archipelago,Y,,north america,2019,afternoon,jun,2
Unprovoked,bahamas,abaco islands,N,,north america,2019,unknown,jun,2
Unprovoked,usa,north carolina,N,,north america,2019,afternoon,jun,2
Unprovoked,bahamas,,,,north america,2019,unknown,jun,2
Unprovoked,usa,georgia,N,"Bull shark, 4' to 5'",north america,2019,morning,jun,2
Unprovoked,usa,north carolina,N,,north america,2019,afternoon,jun,2
Unprovoked,australia,tasmania,N,,oceania,2019,unknown,jun,2
Unverified,australia,new south wales,N,,oceania,2019,afternoon,jun,2
Unprovoked,usa,north carolina,N,,north america,2019,afternoon,jun,2
Unprovoked,new caledonia,bélep islands,Y,,new caledonia,2019,unknown,may,2
Unprovoked,usa,hawaii,Y,,north america,2019,morning,may,2
Unprovoked,new caledonia,noumea,N,"Bull shark, 3.5 m",new caledonia,2019,afternoon,may,2
Unprovoked,usa,new jersey,N,Shark involvement unconfirmed but considered probable,north america,2019,unknown,may,2
Unprovoked,fiji,,N,"Tiger shark, 4m to 5m",oceania,2019,unknown,may,2
Unprovoked,usa,hawaii,N,8' shark,north america,2019,morning,may,2
Unprovoked,australia,queensland,N,,oceania,2019,afternoon,may,2
Unprovoked,usa,hawaii,N,,north america,2019,morning,may,2
Unprovoked,usa,california,N,White shark,north america,2019,unknown,may,2
Provoked,brazil,fernando de noronha,N,Lemon shark pup,south america,2019,unknown,may,2
Unprovoked,usa,florida,N,,north america,2019,evening,may,2
Unprovoked,australia,new south wales,N,"Grey nurse shark, 3 m female",oceania,2019,afternoon,apr,2
Unprovoked,usa,hawaii,N,Tiger shark,north america,2019,morning,apr,2
Unprovoked,usa,florida,N,,north america,2019,evening,apr,2
Questionable,usa,florida,N,,north america,2019,evening,apr,2
Questionable,usa,hawaii,N,Tiger shark,north america,2019,night,apr,2
Unprovoked,usa,hawaii,N,Cookiecutter shark,north america,2019,night,apr,2
Provoked,china,liaoning province,N,Sand tiger shark,asia,2019,unknown,apr,2
Watercraft,usa,hawaii,N,12' shark,north america,2019,morning,mar,1
Unprovoked,australia,queensland,N,"Grey reef shark, 4' ",oceania,2019,afternoon,mar,1
Unprovoked,usa,florida,N,4' shark,north america,2019,afternoon,mar,1
Unprovoked,mexico,guerrero,N,,north america,2019,evening,mar,1
Unprovoked,usa,hawaii,N,Cookiecutter shark,north america,2019,night,mar,1
Unprovoked,usa,florida,N,Spinner shark,north america,2019,afternoon,mar,1
Unprovoked,usa,oregon,N,,north america,2019,morning,mar,1
Provoked,south africa,eastern cape province,N,2.5 m shark,africa,2019,afternoon,mar,1
Unprovoked,usa,california,N,6' to 7' shark,north america,2018,morning,feb,1
Unprovoked,australia,new south wales,N,,oceania,2019,morning,feb,1
Unprovoked,brazil,fernando de noronha,N,Lemon shark,south america,2019,evening,feb,1
Unprovoked,australia,northern territory,N,"Reef shark, ",oceania,2019,unknown,feb,1
Unprovoked,usa,hawaii,N,Tiger shark,north america,2019,afternoon,feb,1
Unprovoked,australia,new south wales,N,,oceania,2019,morning,feb,1
Watercraft,south africa,kwazulu-natal,N,,africa,2019,unknown,feb,1
Unprovoked,usa,florida,N,Bull shark,north america,2019,morning,feb,1
Invalid,new zealand,south island,N,Reported as shark bite but injury caused by stingray,oceania,2019,evening,jan,1
Unprovoked,australia,western australia,N,Wobbegong shark,oceania,2019,morning,jan,1
Invalid,australia,queensland,N,Reported as shark attacks but injuries caused by toadfish,oceania,2019,morning,jan,1
Unprovoked,usa,california,N,"White shark, 4.6m",north america,2019,morning,jan,1
Unprovoked,mexico,sonora,Y,Tiger shark,north america,2018,morning,dec,4
Provoked,australia,new south wales,N,Wobbegong shark,oceania,2018,morning,dec,4
Unprovoked,new zealand,north island,N,"Mako shark, 7'",oceania,2018,morning,dec,4
Unprovoked,new zealand,north island,N,Bronze whaler 2.5m,oceania,2018,morning,dec,4
Unprovoked,australia,new south wales,N,,oceania,2018,morning,dec,4
Unprovoked,australia,new south wales,N,Wobbegong shark,oceania,2018,evening,nov,4
Unprovoked,usa,florida,N,,north america,2018,evening,nov,4
Unprovoked,australia,northern territory,N,Reef shark x 2,oceania,2018,morning,nov,4
Unprovoked,australia,new south wales,N,,oceania,2018,afternoon,nov,4
Watercraft,australia,queensland,N,"Tiger shark, 13'",oceania,2018,morning,nov,4
Unprovoked,south africa,kwazulu-natal,N,"White shark, 3m",africa,2018,morning,nov,4
Unprovoked,australia,western australia,N,Sandtiger shark,oceania,2018,morning,nov,4
Unprovoked,bahamas,exumas,N,Nurse shark,north america,2018,afternoon,nov,4
Unprovoked,australia,new south wales,N,5' shark,oceania,2018,morning,nov,4
Unprovoked,australia,queensland,Y,,oceania,2018,evening,nov,4
Unprovoked,egypt,,N,Oceanic whitetip shark,africa,2018,unknown,nov,4
Unprovoked,australia,western australia,N,,oceania,2018,morning,oct,4
Unprovoked,usa,florida,N,3' to 4' shark,north america,2018,afternoon,oct,4
Unprovoked,usa,florida,N,,north america,2018,unknown,oct,4
Unprovoked,usa,california,N,"White shark, 17' female",north america,2018,morning,oct,4
Unprovoked,australia,new south wales,N,Bull shark?,oceania,2018,morning,oct,4
Unprovoked,new zealand,north island,N,"White Shark, 3.2m to 3.5m",oceania,2018,evening,oct,4
Questionable,australia,western australia,N,"White shark, 5m female",oceania,2018,afternoon,oct,4
Unprovoked,usa,florida,N,Spinner shark,north america,2018,morning,oct,4
Provoked,australia,queensland,N,"""reef shark""",oceania,2018,afternoon,oct,4
Unprovoked,usa,california,N,"White shark, 11'",north america,2018,morning,sep,3
